Company Name,Ticker,Market Cap (mil),Sector,Industry
"Copart","CPRT","34151.66","Business Services","Auction and Valuation Services"
"Catalyst Pharmaceuticals","CPRX","2973.25","Medical","Medical - Drugs"
"CooperStandard","CPS","689.61","Auto-Tires-Trucks","Automotive - Original Equipment"
"CPS Technologies","CPSH","77.49","Computer and Technology","Electronics - Miscellaneous Components"
"Consumer Portfolio Services","CPSS","177.45","Finance","Financial - Miscellaneous Services"
"Camden Property Trust","CPT","11245.64","Finance","REIT and Equity Trust - Residential"
"Capital Properties","CPTP","89.03","Finance","Real Estate - Operations"
"Centrica","CPYYY","12099.28","Utilities","Utility - Gas Distribution"
"Cheniere Energy Partners, L.P.","CQP","28801.13","Oils-Energy","Alternative Energy - Other"
"Crane Company","CR","11771.08","Industrial Products","Manufacturing - General Industrial "
"Crown Reserve Acquisition Corp I","CRAC","215.41","Unclassified","Unclassified"
"Charles River Associates","CRAI","1030.01","Business Services","Consulting Services"
"Crane Harbor Acquisition Corp. II","CRAN","407.77","Unclassified","Unclassified"
"Credit Agricole","CRARY","65722.59","Finance","Banks - Foreign"
"Corebridge Financial, Inc.","CRBG","13260.81","Finance","Insurance - Multi line"
"Corbus Pharmaceuticals","CRBP","133.93","Medical","Medical - Drugs"
"Caribou Biosciences","CRBU","200.02","Medical","Medical - Biomedical and Genetics"
"California Resources","CRC","4878.73","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Circle Internet Group, Inc.","CRCL","14451.14","Finance","Financial - Miscellaneous Services"
"Cricut","CRCT","916.86","Business Services","Technology Services"
"Crawford & Company","CRD.A","514.25","Business Services","Business - Services"
"Crawford & Company","CRD.B","477.83","Construction","Building Products - Miscellaneous"
"Cardiff Oncology","CRDF","114.51","Medical","Medical - Biomedical and Genetics"
"Cardiol Therapeutics","CRDL","112.24","Medical","Medical - Drugs"
"Credo Technology Group","CRDO","21825.73","Computer and Technology","Electronics - Semiconductors"
"Cre8 Enterprise Limited","CRE","3.58","Business Services","Business - Services"
"Smart Powerr","CREG","26.43","Business Services","Waste Removal Services"
"Cresud","CRESY","737.36","Consumer Staples","Agriculture - Operations"
"Creative Realities, Inc.","CREX","36.5","Computer and Technology","Internet - Software"
"Cornerstone Total Return Fund, Inc.","CRF","871.68","Finance","Financial - Investment Funds"
"Freightos Limited","CRGO","78.47","Business Services","Financial Transaction Services"
"Crescent Energy Company","CRGY","2630.34","Oils-Energy","Alternative Energy - Other"
"CRH","CRH","82215.39","Construction","Building Products - Miscellaneous"
"China Resources Enterprise","CRHKY","11516.83","Consumer Staples","Food - Miscellaneous"
"Carter's","CRI","1545.03","Consumer Discretionary","Shoes and Retail Apparel "
"Curis","CRIS","14.83","Medical","Medical - Biomedical and Genetics"
"Comstock Resources","CRK","5377.66","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"Charles River Laboratories International","CRL","8174.77","Medical","Medical Services"
"Cresco Labs Inc.","CRLBF","364.77","Medical","Medical - Products"
"Salesforce, Inc.","CRM","173738.53","Computer and Technology","Internet - Software"
"CorMedix","CRMD","557.04","Medical","Medical - Biomedical and Genetics"
"Critical Metals Corp.","CRML","1309.86","Basic Materials","Mining - Miscellaneous"
"America's CarMart","CRMT","168.72","Retail-Wholesale","Automotive - Retail and Whole Sales"
"CreditRiskMonitor.com","CRMZ","25.36","Computer and Technology","Internet - Content"
"Cerence","CRNC","334.48","Computer and Technology","Computers - IT Services"
"Capricorn Energy PLC Unsponsored ADR","CRNCY","252.95","Oils-Energy","Oil and Gas - Exploration and Production - International"
"Ceragon Networks","CRNT","203.65","Computer and Technology","Wireless Non-US "
"CRINETICS PHARM","CRNX","4548.53","Medical","Medical - Drugs"
"Cronos Group","CRON","1041.63","Medical","Medical - Drugs"
"Crocs","CROX","4857.09","Consumer Discretionary","Textile - Apparel"
"China Resources Power Holdings","CRPJY","12235.11","Utilities","Utility - Electric Power"
"Carrefour","CRRFY","14210.88","Retail-Wholesale","Retail - Supermarkets"
"Carpenter Technology","CRS","19548.82","Basic Materials","Steel - Speciality"
"Crisp Momentum Inc.","CRSF","35.63","Business Services","Technology Services"
"CRISPR Therapeutics","CRSP","5449.09","Medical","Medical - Biomedical and Genetics"
"Corsair Gaming","CRSR","580.84","Consumer Discretionary","Gaming"
"Cross Timbers Royalty Trust","CRT","53.94","Oils-Energy","Oil and Gas - Royalty Trust - United States"
"Creatd","CRTDD","7.61","Business Services","Technology Services"
"Criteo","CRTO","896.18","Computer and Technology","Internet - Software and Services"
"Cirrus Logic","CRUS","7401.17","Computer and Technology","Electronics - Semiconductors"
"Chilco River","CRVH","8.6","Consumer Discretionary","Gaming"
"CorVel","CRVL","2567.85","Business Services","Business - Services"
"CERVOMED INC","CRVO","44.32","Medical","Medical - Biomedical and Genetics"
"Corvus Pharmaceuticals","CRVS","1492.74","Medical","Medical - Biomedical and Genetics"
"CrowdStrike","CRWD","88297.48","Computer and Technology","Security"
"Crown Crafts","CRWS","31.56","Consumer Discretionary","Textile - Home Furnishing"
"CoreWeave Inc.","CRWV","38369.64","Computer and Technology","Internet - Software"
"Commerzbank","CRZBY","45776.34","Finance","Banks - Foreign"
"Cloudastructure Inc.","CSAI","13.05","Computer and Technology","Internet - Software"
"CSB Bancorp","CSBB","148.65","Finance","Banks - Midwest"
"Champions Oncology","CSBR","80.54","Medical","Medical - Drugs"
"COSCIENS Biopharma Inc.","CSCIF","6.29","Medical","Medical - Biomedical and Genetics"
"Cisco Systems","CSCO","308644.66","Computer and Technology","Computer - Networking"
"CoStar Group","CSGP","20830.89","Computer and Technology","Computers - IT Services"
"CSG Systems International","CSGS","2275.02","Computer and Technology","Computer - Services"
"Casio Computer Co.","CSIOY","2490.13","Computer and Technology","Electronics - Miscellaneous Products"
"Canadian Solar","CSIQ","1431.2","Oils-Energy","Solar"
"Carlisle Companies","CSL","16674.89","Conglomerates","Diversified Operations"
"CSL Limited","CSLLY","49436.93","Medical","Medical - Biomedical and Genetics"
"CSP","CSPI","89.22","Computer and Technology","Computer - Integrated Systems"
"Centerspace","CSR","1036.32","Finance","REIT and Equity Trust - Residential"
"Caesarstone","CSTE","53.21","Construction","Building Products - Miscellaneous"
"Castle Biosciences","CSTL","873.91","Medical","Medical - Biomedical and Genetics"
"Constellium","CSTM","3410.59","Industrial Products","Metal Products - Distribution"
"Carriage Services","CSV","700.98","Consumer Staples","Funeral Services"
"CSW Industrials","CSW","4997.23","Basic Materials","Chemical - Specialty"
"Capital Southwest","CSWC","1355.45","Finance","Financial - Investment Management"
"CSX","CSX","78975.38","Transportation","Transportation - Rail"
"CAPITA","CTAGY","513.13","Business Services","Business - Services"
"Cintas","CTAS","79398.09","Consumer Discretionary","Textile - Apparel"
"Community Trust Bancorp","CTBI","1118.29","Finance","Banks - Southeast"
"Claritev Corporation","CTEV","224.03","Medical","Medical Info Systems"
"Citrine Global Corp.","CTGL","171.09","Consumer Staples","Food - Miscellaneous"
"Contango ORE, Inc.","CTGO","436.88","Basic Materials","Mining - Miscellaneous"
"Cytek Biosciences","CTKB","557.49","Medical","Medical - Biomedical and Genetics"
"Cantaloupe","CTLP","759.32","Business Services","Financial Transaction Services"
"Castellum, Inc.","CTM","86.38","Business Services","Technology Services"
"CytomX Therapeutics","CTMX","921.73","Medical","Medical - Biomedical and Genetics"
"Contineum Therapeutics, Inc.","CTNM","464.88","Medical","Medical - Biomedical and Genetics"
"Cheetah Net Supply Chain Service Inc.","CTNT","3.85","Auto-Tires-Trucks","Automotive - Domestic"
"CTO Realty Growth","CTO","632.96","Finance","REIT and Equity Trust - Other"
"Citius Oncology, Inc.","CTOR","97.99","Medical","Medical - Biomedical and Genetics"
"Custom Truck One Source","CTOS","1696.93","Auto-Tires-Trucks","Automotive - Original Equipment"
"Citic","CTPCY","45613.54","Conglomerates","Diversified Operations"
"Coterra Energy","CTRA","23222.02","Oils-Energy","Oil and Gas - Exploration and Production - United States"
"CareTrust REIT","CTRE","9065.66","Finance","REIT and Equity Trust - Other"
"Centuri Holdings, Inc.","CTRI","3082.98","Utilities","Utility - Electric Power"
"Castor Maritime","CTRM","21.45","Transportation","Transportation - Shipping"
"Citi Trends","CTRN","378.29","Retail-Wholesale","Retail - Apparel and Shoes"
"CTS","CTS","1538.04","Computer and Technology","Electronics - Miscellaneous Components"
"Cognizant Technology Solutions","CTSH","29201.76","Computer and Technology","Computers - IT Services"
"Cytosorbents","CTSO","43.33","Medical","Medical - Products"
"Continental","CTTAY","17800.53","Auto-Tires-Trucks","Automotive - Original Equipment"
"CTT Correios de Portuga","CTTPY","1086.62","Finance","Financial - Miscellaneous Services"
"Corteva","CTVA","52436.7","Consumer Staples","Agriculture - Operations"
"CTW Cayman","CTW","90.48","Consumer Discretionary","Gaming"
"Citius Pharmaceuticals","CTXR","16.78","Medical","Medical - Drugs"
"Lionheart Holdings","CUB","328.24","Unclassified","Unclassified"
"CubeSmart","CUBE","9114.6","Finance","REIT and Equity Trust - Other"
"Customers Bancorp","CUBI","2394.16","Finance","Banks - Southeast"
"Curative Biotechnology","CUBT","7.36","Medical","Medical - Biomedical and Genetics"
"Cue Biopharma","CUE","22.18","Medical","Medical - Biomedical and Genetics"
"Carnival","CUK","5931.4","Consumer Discretionary","Leisure and Recreation Services"
"Cullman Bancorp","CULL","75.06","Finance","Banks - Northeast"
"Culp","CULP","41.03","Consumer Discretionary","Textile - Home Furnishing"
"Cuprina Holdings (Cayman) Limited","CUPR","8.4","Medical","Medical - Biomedical and Genetics"
"Curbline Properties Corp.","CURB","2911.32","Finance","REIT and Equity Trust - Retail"
"CuriosityStream","CURI","189.47","Consumer Discretionary","Film and Television Production and Distribution"
"Curaleaf Holdings, Inc.","CURLF","1674.18","Medical","Medical - Products"
"Currenc Group Inc.","CURR","153.69","Unclassified","Unclassified"
"Torrid Holdings","CURV","103.17","Retail-Wholesale","Retail - Apparel and Shoes"
"Curanex Pharmaceuticals Inc","CURX","8.58","Medical","Medical - Drugs"
"Colruyt","CUYTY","4510.12","Consumer Discretionary","Consumer Products - Discretionary"
"Cousins Properties","CUZ","3875.34","Finance","REIT and Equity Trust - Other"
"CapsoVision, Inc.","CV","231.87","Medical","Medical Info Systems"
"Covalon Technologies","CVALF","32.7","Medical","Medical - Instruments"
"CVB Financial","CVBF","2664.25","Finance","Banks - West"
"Cavco Industries","CVCO","4578.93","Construction","Building Products - Mobile Homes and RV Builders"
"Cenovus Energy","CVE","42057.1","Oils-Energy","Oil and Gas - Integrated - Canadian"
"Civeo","CVEO","318.51","Consumer Discretionary","Hotels and Motels"
"Commercial Vehicle Group","CVGI","62.08","Auto-Tires-Trucks","Automotive - Original Equipment"
"Calavo Growers","CVGW","474.56","Consumer Staples","Agriculture - Operations"
"CVR Energy","CVI","2182.51","Oils-Energy","Oil and Gas - Refining and Marketing"
"Cadrenal Therapeutics, Inc.","CVKD","18.21","Medical","Medical - Biomedical and Genetics"
"Covenant Logistics Group","CVLG","705.33","Transportation","Transportation - Truck"
"CommVault Systems","CVLT","3891.29","Computer and Technology","Computer - Software"
"CelSci","CVM","38.74","Medical","Medical - Biomedical and Genetics"
"Carvana","CVNA","70736.18","Retail-Wholesale","Internet - Commerce"
"Chicago Rivet & Machine","CVR","13.57","Industrial Products","Manufacturing - Electrical Utilities "
"CVRx","CVRX","190.5","Medical","Medical - Instruments"
"CVS Health","CVS","94372.62","Medical","Medical Services"
"COVISTA INC","CVSA","3436.7","Consumer Discretionary","Schools"
"CV Sciences","CVSI","12.16","Medical","Medical - Drugs"
"CPI Aerostructures","CVU","54.32","Aerospace","Aerospace - Defense Equipment"
"CVD Equipment","CVV","27.26","Industrial Products","Manufacturing - General Industrial "
"Chevron","CVX","373186.06","Oils-Energy","Oil and Gas - Integrated - International"
"CurtissWright","CW","26267.7","Aerospace","Aerospace - Defense Equipment"
"Clearwater Analytics Holdings","CWAN","6783.87","Computer and Technology","Internet - Software"
"Community West Bancshares","CWBC","448.4","Finance","Financial - Miscellaneous Services"
"CW Bancorp","CWBK","108.99","Finance","Banks - Southwest"
"Consolidated Water","CWCO","594.08","Utilities","Utility - Water Supply"
"CaliberCos Inc.","CWD","7.91","Finance","Financial - Miscellaneous Services"
"Clearway Energy","CWEN","7881.97","Oils-Energy","Alternative Energy - Other"
"Clearway Energy","CWENA","7394.95","Oils-Energy","Alternative Energy - Other"
"Crimson Wine Group","CWGL","93.25","Consumer Staples","Beverages - Alcohol"
"Carnegie Clean Energy Ltd.","CWGYF","15.64","Oils-Energy","Alternative Energy - Other"
"Camping World","CWH","1109.81","Auto-Tires-Trucks","Automotive - Original Equipment"
"Cushman & Wakefield","CWK","3145.82","Finance","Real Estate - Operations"
"Casella Waste Systems","CWST","5833.15","Business Services","Waste Removal Services"
"California Water Service Group","CWT","2763.25","Utilities","Utility - Water Supply"
"SmartCentres Real Estate Investment Trust","CWYUF","3620.3","Finance","REIT and Equity Trust - Retail"
"Cemex","CX","18211.15","Construction","Building Products - Concrete and Aggregates"
"CXAPP INC","CXAI","5.15","Business Services","Technology Services"
"Crexendo","CXDO","174.55","Computer and Technology","Internet - Services"
"MFS High Income Municipal Trust","CXE","140.54","Finance","Financial - Investment Funds"
"MFS Investment Grade Municipal Trust","CXH","66.82","Finance","Financial - Investment Funds"
"Sprinklr","CXM","1304.97","Business Services","Technology Services"
"Crane NXT, Co.","CXT","2959.53","Business Services","Technology Services"
"CoreCivic","CXW","1609.27","Finance","REIT and Equity Trust - Other"
"CyberAgent","CYAGF","5022.92","Computer and Technology","Internet - Services"
"Cyanotech","CYAND","2.96","Medical","Medical - Drugs"
"Cycclone Inc.","CYCL","1.51","Auto-Tires-Trucks","Automotive - Original Equipment"
"Cyclerion Therapeutics","CYCN","5.18","Medical","Medical - Biomedical and Genetics"
"Cycurion, Inc.","CYCU","7.45","Industrial Products","Security and Safety Services"
"China Yuchai International","CYD","1800.51","Auto-Tires-Trucks","Automotive - Original Equipment"
"CytoDyn","CYDY","330.63","Medical","Medical - Drugs"
"CyberAgent","CYGIY","4193.37","Computer and Technology","Internet - Services"
"Community Health Systems","CYH","483.8","Medical","Medical - Hospital"
"Cyngn","CYN","11.64","Computer and Technology","Internet - Software"
"Cypherpunk Technologies Inc.","CYPH","26.22","Business Services","Technology Services"
"Cyrela Brazil Realty","CYRBY","2481.6","Finance","Real Estate - Development"
"CryoPort","CYRX","414.07","Medical","Medical Services"
